TID	Name	RA	Dec
8871	2MASS J06071978+4543234            	91.83243338	45.72320879
8872	2MASS J06072014+4525575            	91.83389792	45.43262994
8873	2MASS J06072414+4544374            	91.85059773	45.7437649
8874	[EHV2002] 1-7-0872                 	91.85530375	45.46726357
8875	2MASS J06072635+4546039            	91.85981018	45.76779141
8876	2MASS J06072704+4549450            	91.86269364	45.82918431
8877	[EHV2002] 1-6-0868                 	91.8742	45.7625
8878	2MASS J06073551+4514481            	91.89797624	45.24670633
8879	2MASS J06073568+4515593            	91.89855043	45.26644914
8880	2MASS J06073631+4548482            	91.90127961	45.81342951
8881	2MASS J06074054+4532581            	91.91889624	45.54948855
8882	2MASS J06074795+4554533            	91.94979662	45.91481126
8883	2MASS J06074869+4607109            	91.95288885	46.11970813
8884	2MASS J06074943+4555241            	91.95595056	45.92334817
8885	2MASS J06075153+4530278            	91.96476473	45.50777692
8886	2MASS J06075335+4525510            	91.97231741	45.43086124
8887	2MASS J06075434+4544502            	91.97641673	45.74728363
8888	2MASS J06075693+4602575            	91.98722145	46.04928143
8889	[EHV2002] 1-6-1110                 	91.99159531	45.84168109
8890	2MASS J06075881+4607044            	91.9950728	46.11789428
8891	2MASS J06075995+4603319            	91.99992556	46.05883691
8892	[EHV2002] 1-8-1003                 	92.00040908	45.17939402
8893	2MASS J06080074+4603254            	92.00305067	46.0570463
8894	2MASS J06080195+4539209            	92.00813069	45.65583941
8895	[EHV2002] 1-5-1277                 	92.0179	46.1333
8896	2MASS J06081277+4602139            	92.05323969	46.03721336
8897	[EHV2002] 1-8-1189                 	92.0892	45.3083
8898	[EHV2002] 1-8-1212                 	92.10040916	45.25409799
8899	[EHV2002] 1-6-1344                 	92.105	45.895
8900	2MASS J06082643+4544336            	92.11012925	45.74268497
8901	[EHV2002] 1-7-1460                 	92.12197911	45.65336797
8902	[EHV2002] 1-8-1261                 	92.1267	45.1883
8903	[EHV2002] 1-8-1277                 	92.1371	45.2281
8904	[EHV2002] 1-8-1273                 	92.1379	45.3069
8905	2MASS J06083495+4520354            	92.14556363	45.34314597
8906	[EHV2002] 1-6-1447                 	92.15372637	45.70951822
8907	[EHV2002] 1-8-1330                 	92.1658	45.2328
8908	[EHV2002] 1-8-1339                 	92.1717	45.2325
8909	[EHV2002] 1-8-1358                 	92.1788	45.1836
8910	[EHV2002] 1-1-0036                 	90.8192	46.1367
8911	2MASS J06040134+4600035            	91.00561052	46.00097436
8912	2MASS J06045075+4600017            	91.21148061	46.00046411
8913	[EHV2002] 1-3-1466                 	91.41203221	45.43906539
8914	[EHV2002] 1-6-0388                 	91.67380408	45.79844827
8915	2MASS J06072485+4559509            	91.85358655	45.99746999
8916	2MASS J06081691+4533023            	92.07044575	45.55069489
8917	V* V962 Her                        	264.8056128	46.15497125
8918	* iot Her                          	264.866192	46.00633336
8919	ROTSE1 J173637.48+460513.1         	264.1563375	46.08707936
8920	TYC 3510-1345-1                    	266.5626784	45.39216633
8921	ROTSE1 J173834.17+452718.4         	264.6426368	45.45522132
8922	ROTSE1 J174737.00+450213.9         	266.9041314	45.03749244
8923	ROTSE1 J173855.01+460535.1         	264.7271755	46.09385696
8924	V* V1069 Her                       	266.9327987	46.5420565
8925	V* AO Her                          	263.9011862	50.41107216
8926	HD 161796                          	266.2311234	50.04429927
8927	BD+48 2538                         	263.9026022	48.82525637
8928	StM 396                            	264.7784945	48.79441448
8929	V* V1099 Her                       	265.0915673	48.89945637
8930	RX J1736.9+4859                    	264.2470104	48.99612378
8931	ROTSE1 J174002.18+495318.9         	265.0095826	49.88857794
8932	V* V1066 Her                       	265.4623452	47.85106954
8933	V* V1068 Her                       	265.8461837	47.86160856
8934	ROTSE1 J173628.16+490520.0         	264.1178826	49.08891489
8935	V* V1098 Her                       	264.9051235	50.2007384
8936	HD 234475                          	265.5805963	50.92860117
8937	SN 2003hp                          	265.07787	51.02814
8938	V* NP Dra                          	263.8178558	55.00339496
8939	V* AO Dra                          	264.1683001	54.86073168
8940	V* SY Dra                          	263.4908916	53.96042054
8941	IRAS 17344+5448                    	263.8583005	54.77893812
8942	V* EN Dra                          	264.6123653	57.11352601
8943	ROTSE1 J173342.04+541055.7         	263.4258232	54.18279019
8944	HD 238691                          	261.4331393	57.80332452
8945	V* CV Dra                          	262.9885266	57.17843194
8946	HD 159581                          	263.0245405	57.46250718
8947	HD 238699                          	261.8344024	56.37497584
8948	V* TY Dra                          	264.2504702	57.74036033
8949	LB 335                             	261.6807562	58.62559674
8950	IRAS 17363+5706                    	264.289104	57.0742169
8951	1RXS J173849.8+571223              	264.7075922	57.20644498
8952	SN 2000gb                          	263.11892	56.07364
8953	SN 2004eb                          	262.10125	57.54603
8954	V* GR Dra                          	262.1643327	59.03534691
8955	StM 372                            	260.9348605	59.08824792
8956	SN 1999bv                          	260.66971	60.00358
8957	SN 1999da                          	263.84567	60.81369
8958	SN 2001aa                          	262.49046	60.35644
8959	SN 2001ad                          	261.01021	58.99783
8960	V* GO Dra                          	260.9542815	63.76238073
8961	SDSS J173008.38+624754.7           	262.5348548	62.79851982
8962	SN 2003U                           	260.69025	62.164
8963	V* GN Dra                          	260.2552556	66.45610991
8964	V* GS Dra                          	262.7379018	65.1103007
8965	SN 1972G                           	259.9708	65.92
8966	IRAS 17249+6428                    	261.3042865	64.43676335
8967	IRAS 17305+6432                    	262.6959711	64.50833946
8968	BD+67 1004                         	259.8319131	67.28222764
8969	[GGM2006] 1088505                  	257.8004638	68.5567073
8970	NSVS 1088957                       	258.3334461	69.13173288
8971	V* AN Dra                          	256.0217252	71.79638014
8972	V* GP Dra                          	260.8146322	71.86992593
8973	SN 1999bt                          	257.90737	72.42097
8974	V* VX UMi                          	255.4171386	75.2974943
8975	SN 2002ej                          	256.34425	75.40672
8976	NOVA UMi 1956                      	251.97813	77.03672
8977	IRAS 17032+7741                    	255.2326451	77.61905187
8978	SN 2001az                          	248.61546	76.02967
8979	HD 149502                          	245.7890644	80.35136602
8980	V* UW UMi                          	246.498329	78.46380763
8981	IRAS 16582+7851                    	253.8632978	78.79153929
8982	TYC 4571-648-1                     	249.956626	78.15582941
8983	HD 150706b                         	247.823264	79.78977763
8984	HD 147620                          	242.5081971	81.14400449
8985	HD 142297                          	235.7565693	80.1229418
8986	V* TX UMi                          	226.9428268	85.75000673
8987	V* R Cam                           	214.462662	83.83162143
8988	V* TY UMi                          	229.4895852	83.85946494
8989	IRAS F15225+8324                   	229.443696	83.22971028
8990	V* Z UMi                           	225.5056915	83.06350849
8991	HD 85013                           	152.3846781	86.57644915
8992	HD 102120                          	176.8518371	85.5325231
8993	V* FO Cam                          	146.2503292	85.24449646
8994	V* FF Cep                          	126.7104814	85.11724788
8995	HD 67222                           	126.3001546	84.0142233
8996	HD 81974                           	145.4861935	83.8383159
8997	V* HW Cam                          	126.8929074	83.88239351
8998	V* VZ Cam                          	112.7686674	82.41146958
8999	BD+82 212                          	116.9046571	82.1152028
9000	BD+81 245                          	112.0109153	81.11323646
9001	HD 60062                           	116.720172	81.68244098
9002	HD 62014                           	118.520604	80.51530119
9003	IRAS 06522+7832                    	105.04869	78.46709053
9004	SN 1987L                           	111.86008	80.1585
9005	V* ET Cam                          	109.116359	79.47914691
9006	NSV 3853                           	121.4036581	79.43935043
9007	IRAS 07429+7929                    	117.7245429	79.35984171
9008	FBS 0719+809                       	112.172297	80.89110379
9009	V* V488 Cam                        	116.912507	78.16954096
9010	HD 51066                           	106.0627399	75.4112758
9011	HD 58777                           	114.0090363	76.83343446
9012	V* EV Cam                          	110.4611076	75.08952495
9013	TYC 4526-646-1                     	109.4265925	76.73898596
9014	SN 2005ai                          	107.6365	75.35808
9015	V* V478 Cam                        	111.8490656	77.37291673
9016	V* V473 Cam                        	109.2705143	77.17388733
9017	V* EO Cam                          	100.5468669	74.48082726
9018	V* EU Cam                          	109.2508681	74.14469516
9019	V* SS Cam                          	109.1030765	73.33247676
9020	IRAS 06435+7419                    	102.4935585	74.26963501
9021	IRAS 06484+7445                    	103.723952	74.69953484
9022	DO 31106                           	106.7119985	75.03744152
9023	SN 1997E                           	101.90875	74.4975
9024	V* HR Cam                          	109.2907737	74.01125941
9025	V* V462 Cam                        	102.8896293	74.39289477
9026	V* V454 Cam                        	101.297	72.86011
9027	V* V461 Cam                        	102.6967118	73.3590924
9028	V* ER Cam                          	104.6464036	70.91417231
9029	MACS J0647+702 1                   	101.875017	70.248481
9030	MACS J0647+702 2                   	101.908458	70.271311
9031	V* V457 Cam                        	102.0168819	70.75951061
9032	V* V466 Cam                        	104.8273385	71.83109139
9033	V* AW Cam                          	101.8700328	69.62910426
9034	StM 67                             	99.33462484	68.89257026
9035	V* V447 Cam                        	99.33775599	68.07804789
9036	V* V455 Cam                        	101.8543635	69.70430055
9037	V* EM Cam                          	98.12242445	66.91473732
9038	V* RZ Cam                          	98.49910363	67.02528394
9039	V* KV Cam                          	100.3568898	64.84219709
9040	IRAS 06433+6459                    	102.082438	64.94237981
9041	V* V459 Cam                        	102.1149921	65.3491172
9042	V* V451 Cam                        	100.6819331	64.36436637
9043	1RXS J062651.3+630210              	96.7142	63.0361
9044	V* EN Cam                          	98.34379518	63.13915208
9045	IRAS 06328+6221                    	99.39246407	62.32369158
9046	IRAS 06408+6402                    	101.4216477	63.98632332
9047	RX J0642.3+6228                    	100.5706939	62.48029825
9048	* 2 Lyn                            	94.90576908	59.01096341
9049	V* TU Lyn                          	97.76117103	61.24137369
9050	V* V Lyn                           	97.42054275	61.54261159
9051	IRAS 06243+6008                    	97.21399784	60.10260418
